mu: 0.002 gamma: 0.075 nIters: 50000000
Load PRParams.
Load RingParams.
Load Labels: 500000
Load Distances: 500000 x 5120
0...10...20...30...40...50...60...70...80...90...100 - done.
Positive samples #250000
Negative samples #250000
Positive train #200000
Negative train #200000
Positive valid #50000
Negative valid #50000

Found GPU: GeForce GTX 970
Compute Capability: 5.2

Best: 100000  Loss: 0.499420 Regul: 0.021619 Obj: 0.521039 (0.521039)  NNZ: 32 (32)  Ttime: 1.4085 Vtime: 0.2095
Stat: nPR #200 (#256) Dim/MaxDim [1600/640] AUC: 0.974840 FPR95: 15.22
Best: 200000  Loss: 0.251162 Regul: 0.011962 Obj: 0.263124 (0.263124)  NNZ: 27 (27)  Ttime: 1.3952 Vtime: 0.0512
Stat: nPR #184 (#216) Dim/MaxDim [1472/640] AUC: 0.976340 FPR95: 14.41
Best: 300000  Loss: 0.229674 Regul: 0.009326 Obj: 0.239000 (0.239000)  NNZ: 21 (21)  Ttime: 1.3934 Vtime: 0.0508
Stat: nPR #124 (#168) Dim/MaxDim [992/640] AUC: 0.970968 FPR95: 18.37
Step: 400000  Loss: 0.424171 Regul: 0.016186 Obj: 0.440357 (0.239000)  NNZ: 32 (21)  Ttime: 1.3936 Vtime: 0.0510
Best: 500000  Loss: 0.105200 Regul: 0.004015 Obj: 0.109215 (0.109215)  NNZ: 11 (11)  Ttime: 1.3947 Vtime: 0.0517
Stat: nPR #76 (#88) Dim/MaxDim [608/640] AUC: 0.972460 FPR95: 16.85 [saved]
Step: 600000  Loss: 0.121232 Regul: 0.006636 Obj: 0.127868 (0.109215)  NNZ: 18 (11)  Ttime: 1.4009 Vtime: 0.0512
Step: 700000  Loss: 0.137536 Regul: 0.005815 Obj: 0.143351 (0.109215)  NNZ: 24 (11)  Ttime: 1.3987 Vtime: 0.0515
Step: 800000  Loss: 0.186317 Regul: 0.010415 Obj: 0.196731 (0.109215)  NNZ: 30 (11)  Ttime: 1.3955 Vtime: 0.0509
Step: 900000  Loss: 0.117551 Regul: 0.002445 Obj: 0.119996 (0.109215)  NNZ: 10 (11)  Ttime: 1.3985 Vtime: 0.0518
Best: 1000000  Loss: 0.103524 Regul: 0.004402 Obj: 0.107926 (0.107926)  NNZ: 19 (19)  Ttime: 1.3976 Vtime: 0.0519
Stat: nPR #124 (#152) Dim/MaxDim [992/640] AUC: 0.979016 FPR95: 11.23
Best: 1100000  Loss: 0.075709 Regul: 0.002689 Obj: 0.078397 (0.078397)  NNZ: 11 (11)  Ttime: 1.3968 Vtime: 0.0514
Stat: nPR #72 (#88) Dim/MaxDim [576/640] AUC: 0.978825 FPR95: 11.33 [saved]
Step: 1200000  Loss: 0.100074 Regul: 0.003495 Obj: 0.103569 (0.078397)  NNZ: 13 (11)  Ttime: 1.4014 Vtime: 0.0514
Step: 1300000  Loss: 0.132011 Regul: 0.007368 Obj: 0.139380 (0.078397)  NNZ: 21 (11)  Ttime: 1.3956 Vtime: 0.0509
Step: 1400000  Loss: 0.104976 Regul: 0.004101 Obj: 0.109076 (0.078397)  NNZ: 13 (11)  Ttime: 1.3999 Vtime: 0.0517
Step: 1500000  Loss: 0.103558 Regul: 0.003763 Obj: 0.107321 (0.078397)  NNZ: 17 (11)  Ttime: 1.3968 Vtime: 0.0521
Step: 1600000  Loss: 0.103893 Regul: 0.005650 Obj: 0.109542 (0.078397)  NNZ: 18 (11)  Ttime: 1.3983 Vtime: 0.0516
Step: 1700000  Loss: 0.115689 Regul: 0.006294 Obj: 0.121983 (0.078397)  NNZ: 22 (11)  Ttime: 1.3993 Vtime: 0.0520
Step: 1800000  Loss: 0.099261 Regul: 0.005377 Obj: 0.104639 (0.078397)  NNZ: 18 (11)  Ttime: 1.3935 Vtime: 0.0514
Step: 1900000  Loss: 0.081727 Regul: 0.003354 Obj: 0.085081 (0.078397)  NNZ: 17 (11)  Ttime: 1.3961 Vtime: 0.0527
Step: 2000000  Loss: 0.096155 Regul: 0.004487 Obj: 0.100642 (0.078397)  NNZ: 14 (11)  Ttime: 1.4018 Vtime: 0.0506
Step: 2100000  Loss: 0.119326 Regul: 0.005517 Obj: 0.124842 (0.078397)  NNZ: 22 (11)  Ttime: 1.4008 Vtime: 0.0519
Step: 2200000  Loss: 0.172787 Regul: 0.005176 Obj: 0.177962 (0.078397)  NNZ: 15 (11)  Ttime: 1.3999 Vtime: 0.0519
Step: 2300000  Loss: 0.124605 Regul: 0.005426 Obj: 0.130031 (0.078397)  NNZ: 18 (11)  Ttime: 1.3999 Vtime: 0.0512
Step: 2400000  Loss: 0.120107 Regul: 0.007222 Obj: 0.127329 (0.078397)  NNZ: 21 (11)  Ttime: 1.4006 Vtime: 0.0517
Best: 2500000  Loss: 0.067870 Regul: 0.002852 Obj: 0.070722 (0.070722)  NNZ: 12 (12)  Ttime: 1.3995 Vtime: 0.0518
Stat: nPR #80 (#96) Dim/MaxDim [640/640] AUC: 0.980560 FPR95: 9.90 [saved]
Step: 2600000  Loss: 0.088683 Regul: 0.004491 Obj: 0.093174 (0.070722)  NNZ: 19 (12)  Ttime: 1.3980 Vtime: 0.0523
