mu: 0.0025 gamma: 0.01 nIters: 50000000
Load PRParams.
Load RingParams.
Load Labels: 500000
Load Distances: 500000 x 5120
0...10...20...30...40...50...60...70...80...90...100 - done.
Positive samples #250000
Negative samples #250000
Positive train #200000
Negative train #200000
Positive valid #50000
Negative valid #50000

Found GPU: GeForce GTX 970
Compute Capability: 5.2

Best: 100000  Loss: 1.519859 Regul: 0.069116 Obj: 1.588975 (1.588975)  NNZ: 13 (13)  Ttime: 1.3984 Vtime: 0.2303
Stat: nPR #64 (#104) Dim/MaxDim [512/640] AUC: 0.969686 FPR95: 19.59 [saved]
Step: 200000  Loss: 1.722753 Regul: 0.133526 Obj: 1.856279 (1.588975)  NNZ: 28 (13)  Ttime: 1.4006 Vtime: 0.0513
Step: 300000  Loss: 1.708116 Regul: 0.113937 Obj: 1.822053 (1.588975)  NNZ: 26 (13)  Ttime: 1.4087 Vtime: 0.0510
Step: 400000  Loss: 4.795496 Regul: 0.237699 Obj: 5.033195 (1.588975)  NNZ: 38 (13)  Ttime: 1.4048 Vtime: 0.0513
Best: 500000  Loss: 1.176834 Regul: 0.028694 Obj: 1.205528 (1.205528)  NNZ: 9 (9)  Ttime: 1.4038 Vtime: 0.0515
Stat: nPR #52 (#72) Dim/MaxDim [416/640] AUC: 0.959332 FPR95: 30.88 [saved]
Best: 600000  Loss: 0.485605 Regul: 0.038366 Obj: 0.523970 (0.523970)  NNZ: 18 (18)  Ttime: 1.4408 Vtime: 0.0511
Stat: nPR #128 (#144) Dim/MaxDim [1024/640] AUC: 0.979134 FPR95: 11.13
Step: 700000  Loss: 0.522531 Regul: 0.031589 Obj: 0.554120 (0.523970)  NNZ: 15 (18)  Ttime: 1.4028 Vtime: 0.0512
Best: 800000  Loss: 0.397389 Regul: 0.021646 Obj: 0.419035 (0.419035)  NNZ: 8 (8)  Ttime: 1.4301 Vtime: 0.0513
Stat: nPR #64 (#64) Dim/MaxDim [512/640] AUC: 0.974139 FPR95: 15.72 [saved]
Step: 900000  Loss: 0.415459 Regul: 0.016481 Obj: 0.431940 (0.419035)  NNZ: 9 (8)  Ttime: 1.4081 Vtime: 0.0517
Best: 1000000  Loss: 0.368458 Regul: 0.019208 Obj: 0.387666 (0.387666)  NNZ: 10 (10)  Ttime: 1.4088 Vtime: 0.0510
Stat: nPR #72 (#80) Dim/MaxDim [576/640] AUC: 0.975714 FPR95: 13.98 [saved]
Step: 1100000  Loss: 0.415014 Regul: 0.028127 Obj: 0.443141 (0.387666)  NNZ: 14 (10)  Ttime: 1.4110 Vtime: 0.0510
Step: 1200000  Loss: 0.538490 Regul: 0.019627 Obj: 0.558117 (0.387666)  NNZ: 8 (10)  Ttime: 1.4255 Vtime: 0.0510
Step: 1300000  Loss: 0.577865 Regul: 0.041210 Obj: 0.619075 (0.387666)  NNZ: 15 (10)  Ttime: 1.4339 Vtime: 0.0516
Step: 1400000  Loss: 0.729107 Regul: 0.043247 Obj: 0.772354 (0.387666)  NNZ: 16 (10)  Ttime: 1.4071 Vtime: 0.0514
Step: 1500000  Loss: 0.784062 Regul: 0.052857 Obj: 0.836919 (0.387666)  NNZ: 20 (10)  Ttime: 1.4522 Vtime: 0.0510
Best: 1600000  Loss: 0.239550 Regul: 0.016029 Obj: 0.255579 (0.255579)  NNZ: 10 (10)  Ttime: 1.4146 Vtime: 0.0510
Stat: nPR #68 (#80) Dim/MaxDim [544/640] AUC: 0.979412 FPR95: 11.14 [saved]
Step: 1700000  Loss: 0.463397 Regul: 0.037101 Obj: 0.500499 (0.255579)  NNZ: 18 (10)  Ttime: 1.4208 Vtime: 0.0513
Step: 1800000  Loss: 0.367792 Regul: 0.014030 Obj: 0.381822 (0.255579)  NNZ: 10 (10)  Ttime: 1.4206 Vtime: 0.0516
Step: 1900000  Loss: 0.248298 Regul: 0.015890 Obj: 0.264188 (0.255579)  NNZ: 11 (10)  Ttime: 1.4166 Vtime: 0.0512
Step: 2000000  Loss: 0.431640 Regul: 0.031245 Obj: 0.462885 (0.255579)  NNZ: 14 (10)  Ttime: 1.4188 Vtime: 0.0510
Step: 2100000  Loss: 0.554143 Regul: 0.043879 Obj: 0.598022 (0.255579)  NNZ: 23 (10)  Ttime: 1.4112 Vtime: 0.0515
Step: 2200000  Loss: 0.373176 Regul: 0.030030 Obj: 0.403206 (0.255579)  NNZ: 15 (10)  Ttime: 1.4064 Vtime: 0.0509
Step: 2300000  Loss: 0.522213 Regul: 0.040582 Obj: 0.562795 (0.255579)  NNZ: 19 (10)  Ttime: 1.4185 Vtime: 0.0510
Step: 2400000  Loss: 0.370247 Regul: 0.021619 Obj: 0.391866 (0.255579)  NNZ: 10 (10)  Ttime: 1.4102 Vtime: 0.0512
Best: 2500000  Loss: 0.212645 Regul: 0.013935 Obj: 0.226580 (0.226580)  NNZ: 9 (9)  Ttime: 1.4185 Vtime: 0.0509
Stat: nPR #56 (#72) Dim/MaxDim [448/640] AUC: 0.979804 FPR95: 10.52 [saved]
Step: 2600000  Loss: 0.814412 Regul: 0.019460 Obj: 0.833872 (0.226580)  NNZ: 14 (9)  Ttime: 1.4311 Vtime: 0.0520
Step: 2700000  Loss: 0.292923 Regul: 0.021477 Obj: 0.314400 (0.226580)  NNZ: 13 (9)  Ttime: 1.4148 Vtime: 0.0515
Step: 2800000  Loss: 0.374065 Regul: 0.021339 Obj: 0.395404 (0.226580)  NNZ: 15 (9)  Ttime: 1.4079 Vtime: 0.0514
Step: 2900000  Loss: 0.470965 Regul: 0.011646 Obj: 0.482611 (0.226580)  NNZ: 11 (9)  Ttime: 1.4458 Vtime: 0.0516
Step: 3000000  Loss: 0.221774 Regul: 0.015443 Obj: 0.237217 (0.226580)  NNZ: 12 (9)  Ttime: 1.4151 Vtime: 0.0518
Step: 3100000  Loss: 0.844168 Regul: 0.023186 Obj: 0.867354 (0.226580)  NNZ: 19 (9)  Ttime: 1.4111 Vtime: 0.0515
Step: 3200000  Loss: 0.225543 Regul: 0.012539 Obj: 0.238082 (0.226580)  NNZ: 10 (9)  Ttime: 1.4181 Vtime: 0.0516
Step: 3300000  Loss: 1.191580 Regul: 0.030303 Obj: 1.221883 (0.226580)  NNZ: 15 (9)  Ttime: 1.4078 Vtime: 0.0513
Step: 3400000  Loss: 0.589928 Regul: 0.019866 Obj: 0.609794 (0.226580)  NNZ: 12 (9)  Ttime: 1.4521 Vtime: 0.0511
Step: 3500000  Loss: 0.328925 Regul: 0.024780 Obj: 0.353705 (0.226580)  NNZ: 16 (9)  Ttime: 1.4192 Vtime: 0.0519
Step: 3600000  Loss: 0.245552 Regul: 0.013550 Obj: 0.259102 (0.226580)  NNZ: 12 (9)  Ttime: 1.4076 Vtime: 0.0515
Step: 3700000  Loss: 0.727097 Regul: 0.029409 Obj: 0.756506 (0.226580)  NNZ: 18 (9)  Ttime: 1.4050 Vtime: 0.0529
Step: 3800000  Loss: 0.356179 Regul: 0.022087 Obj: 0.378266 (0.226580)  NNZ: 17 (9)  Ttime: 1.4084 Vtime: 0.0510
Step: 3900000  Loss: 0.263018 Regul: 0.016511 Obj: 0.279530 (0.226580)  NNZ: 22 (9)  Ttime: 1.4182 Vtime: 0.0511
Step: 4000000  Loss: 0.271800 Regul: 0.014486 Obj: 0.286286 (0.226580)  NNZ: 14 (9)  Ttime: 1.4115 Vtime: 0.0515
Best: 4100000  Loss: 0.193824 Regul: 0.012046 Obj: 0.205870 (0.205870)  NNZ: 11 (11)  Ttime: 1.4156 Vtime: 0.0511
Stat: nPR #76 (#88) Dim/MaxDim [608/640] AUC: 0.977206 FPR95: 13.18 [saved]
Best: 4200000  Loss: 0.139843 Regul: 0.004949 Obj: 0.144792 (0.144792)  NNZ: 6 (6)  Ttime: 1.4060 Vtime: 0.0516
Stat: nPR #40 (#48) Dim/MaxDim [320/640] AUC: 0.967677 FPR95: 20.64 [saved]
Step: 4300000  Loss: 0.459453 Regul: 0.028895 Obj: 0.488348 (0.144792)  NNZ: 20 (6)  Ttime: 1.4065 Vtime: 0.0520
Step: 4400000  Loss: 0.242861 Regul: 0.011144 Obj: 0.254004 (0.144792)  NNZ: 9 (6)  Ttime: 1.4190 Vtime: 0.0510
Step: 4500000  Loss: 0.276500 Regul: 0.016294 Obj: 0.292794 (0.144792)  NNZ: 10 (6)  Ttime: 1.4143 Vtime: 0.0516
Step: 4600000  Loss: 0.259641 Regul: 0.007799 Obj: 0.267440 (0.144792)  NNZ: 7 (6)  Ttime: 1.4215 Vtime: 0.0518
