mu: 0.05 gamma: 0.25 nIters: 50000000
Load PRParams.
Load RingParams.
Load Labels: 500000
Load Distances: 500000 x 5120
0...10...20...30...40...50...60...70...80...90...100 - done.
Positive samples #250000
Negative samples #250000
Positive train #200000
Negative train #200000
Positive valid #50000
Negative valid #50000

Found GPU: GeForce GTX 970
Compute Capability: 5.2

Best: 100000  Loss: 0.242442 Regul: 0.050143 Obj: 0.292585 (0.292585)  NNZ: 10 (10)  Ttime: 1.3899 Vtime: 0.2043
Stat: nPR #60 (#80) Dim/MaxDim [480/640] AUC: 0.941938 FPR95: 38.84 [saved]
Best: 200000  Loss: 0.138083 Regul: 0.044631 Obj: 0.182714 (0.182714)  NNZ: 11 (11)  Ttime: 1.3955 Vtime: 0.0514
Stat: nPR #76 (#88) Dim/MaxDim [608/640] AUC: 0.961905 FPR95: 25.16 [saved]
Best: 300000  Loss: 0.097399 Regul: 0.013994 Obj: 0.111393 (0.111393)  NNZ: 6 (6)  Ttime: 1.3830 Vtime: 0.0513
Stat: nPR #44 (#48) Dim/MaxDim [352/640] AUC: 0.962309 FPR95: 22.31 [saved]
Step: 400000  Loss: 0.094259 Regul: 0.030895 Obj: 0.125153 (0.111393)  NNZ: 9 (6)  Ttime: 1.3830 Vtime: 0.0513
Best: 500000  Loss: 0.082653 Regul: 0.018085 Obj: 0.100738 (0.100738)  NNZ: 8 (8)  Ttime: 1.3818 Vtime: 0.0513
Stat: nPR #56 (#64) Dim/MaxDim [448/640] AUC: 0.968067 FPR95: 18.49 [saved]
Step: 600000  Loss: 0.093496 Regul: 0.028571 Obj: 0.122066 (0.100738)  NNZ: 13 (8)  Ttime: 1.3830 Vtime: 0.0515
Step: 700000  Loss: 0.100167 Regul: 0.027535 Obj: 0.127702 (0.100738)  NNZ: 10 (8)  Ttime: 1.3843 Vtime: 0.0518
Step: 800000  Loss: 0.137557 Regul: 0.042181 Obj: 0.179737 (0.100738)  NNZ: 9 (8)  Ttime: 1.3823 Vtime: 0.0517
Step: 900000  Loss: 0.115224 Regul: 0.048997 Obj: 0.164222 (0.100738)  NNZ: 15 (8)  Ttime: 1.3843 Vtime: 0.0510
Step: 1000000  Loss: 0.092537 Regul: 0.038850 Obj: 0.131386 (0.100738)  NNZ: 15 (8)  Ttime: 1.3832 Vtime: 0.0511
Step: 1100000  Loss: 0.099087 Regul: 0.025298 Obj: 0.124386 (0.100738)  NNZ: 8 (8)  Ttime: 1.3832 Vtime: 0.0506
Step: 1200000  Loss: 0.087146 Regul: 0.031982 Obj: 0.119129 (0.100738)  NNZ: 9 (8)  Ttime: 1.3857 Vtime: 0.0517
Best: 1300000  Loss: 0.080553 Regul: 0.018094 Obj: 0.098647 (0.098647)  NNZ: 9 (9)  Ttime: 1.3829 Vtime: 0.0510
Stat: nPR #52 (#72) Dim/MaxDim [416/640] AUC: 0.968948 FPR95: 17.57 [saved]
Step: 1400000  Loss: 0.088514 Regul: 0.026427 Obj: 0.114941 (0.098647)  NNZ: 6 (9)  Ttime: 1.3854 Vtime: 0.0518
Step: 1500000  Loss: 0.088879 Regul: 0.029939 Obj: 0.118817 (0.098647)  NNZ: 12 (9)  Ttime: 1.3809 Vtime: 0.0516
